wave,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,gender_female,gender_male,race_asian/pacific islander/asian-american,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_other,race_nan,race_o_asian/pacific islander/asian-american,race_o_black/african american,race_o_european/caucasian-american,race_o_latino/hispanic american,race_o_other,race_o_nan
15,23.0,33.0,10,1,5.0,5.0,biomedical engineering,20.0,20.0,20.0,10.0,10.0,20.0,8.0,8.0,,8.0,,9.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,7.0,6.0,7.0,6.0,5.0,5.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,0.44,7.0,,6.0,6.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,23.0,25.0,2,0,5.0,5.0,biomedical engineering,15.0,18.0,18.0,18.0,15.0,16.0,7.0,9.0,9.0,7.0,7.0,4.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,0.01,7.0,,7.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,27.0,38.0,11,1,8.0,8.0,business,15.0,15.0,20.0,15.0,15.0,20.0,9.0,6.0,8.0,7.0,7.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,7.0,10.0,9.0,10.0,5.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.25,5.0,2.0,6.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,33.0,6,0,8.0,8.0,business,20.0,20.0,20.0,15.0,15.0,10.0,4.0,6.0,7.0,6.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,5.0,8.0,5.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.26,5.0,2.0,7.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,27.0,24.0,3,1,8.0,8.0,business,20.0,10.0,20.0,35.0,5.0,10.0,6.0,9.0,8.0,8.0,7.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,3.0,5.0,8.0,8.0,2.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.28,5.0,2.0,2.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,28.0,1,1,8.0,8.0,business,25.0,25.0,25.0,10.0,10.0,5.0,6.0,8.0,7.0,7.0,7.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,5.0,6.0,2.0,10.0,3.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.19,5.0,2.0,6.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,27.0,0,1,8.0,8.0,business,25.0,20.0,10.0,20.0,15.0,10.0,3.0,5.0,5.0,,,,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,6.0,10.0,4.0,5.0,6.0,4.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.2,5.0,2.0,5.0,4.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,23.0,4,1,8.0,8.0,business,20.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,5.0,4.0,4.0,4.0,5.0,10.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.5,5.0,2.0,5.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,25.0,2,1,8.0,8.0,business,25.0,20.0,20.0,20.0,10.0,5.0,10.0,10.0,10.0,10.0,7.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,9.0,10.0,5.0,7.0,3.0,5.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.35,5.0,2.0,8.0,8.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,26.0,1,1,8.0,8.0,business,15.0,10.0,30.0,10.0,15.0,20.0,8.0,8.0,8.0,7.0,,,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,5.0,10.0,4.0,3.0,3.0,2.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.62,5.0,2.0,4.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,25.0,2,1,8.0,8.0,business,20.0,15.0,25.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,5.0,5.0,8.0,2.0,4.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.58,5.0,2.0,4.0,5.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,24.0,3,1,8.0,8.0,business,22.0,17.0,15.0,15.0,15.0,16.0,6.0,8.0,8.0,7.0,8.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,5.0,2.0,3.0,4.0,5.0,1.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,0.21,5.0,2.0,1.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,21.0,6,1,8.0,8.0,business,20.0,30.0,20.0,20.0,0.0,10.0,7.0,10.0,10.0,10.0,,9.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,5.0,8.0,4.0,10.0,5.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,0.12,5.0,2.0,8.0,8.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,30.0,3,0,8.0,8.0,business,10.0,20.0,20.0,10.0,10.0,30.0,8.0,6.0,8.0,6.0,6.0,,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,2.0,1.0,3.0,5.0,10.0,1.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.03,5.0,2.0,1.0,10.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,27.0,28.0,1,1,8.0,8.0,business,35.0,0.0,35.0,10.0,10.0,10.0,7.0,9.0,8.0,8.0,6.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,7.0,8.0,8.0,4.0,5.0,8.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,0.08,5.0,2.0,7.0,3.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,26.0,1,1,8.0,8.0,business,15.0,20.0,15.0,30.0,10.0,10.0,9.0,9.0,10.0,8.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,5.0,10.0,5.0,6.0,6.0,5.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.26,5.0,2.0,6.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,22.0,5,1,8.0,8.0,business,8.0,20.0,25.0,25.0,12.0,10.0,7.0,8.0,7.0,7.0,6.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,5.0,9.0,8.0,2.0,5.0,2.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.5,5.0,2.0,4.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,24.0,3,1,8.0,8.0,business,18.0,19.0,16.0,15.0,15.0,17.0,7.0,8.0,8.0,6.0,7.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,5.0,10.0,7.0,3.0,5.0,2.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.22,5.0,2.0,1.0,5.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,33.0,6,1,8.0,8.0,business,20.0,20.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,8.0,,,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,6.0,8.0,3.0,6.0,2.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.41,5.0,2.0,4.0,1.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,25.0,2,0,8.0,8.0,business,15.0,18.0,18.0,18.0,15.0,16.0,8.0,9.0,9.0,8.0,8.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,3.0,4.0,3.0,2.0,3.0,1.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,-0.41,5.0,2.0,2.0,4.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,34.0,38.0,4,1,8.0,2.0,finance,15.0,15.0,20.0,15.0,15.0,20.0,8.0,9.0,9.0,8.0,8.0,8.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,7.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.24,3.0,2.0,6.0,7.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,33.0,1,0,8.0,2.0,finance,20.0,20.0,20.0,15.0,15.0,10.0,7.0,6.0,7.0,6.0,,7.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,7.0,9.0,10.0,5.0,9.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.51,3.0,2.0,4.0,4.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,34.0,24.0,10,1,8.0,2.0,finance,20.0,10.0,20.0,35.0,5.0,10.0,4.0,8.0,8.0,7.0,7.0,6.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,6.0,7.0,6.0,2.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.41,3.0,2.0,2.0,4.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,28.0,6,1,8.0,2.0,finance,25.0,25.0,25.0,10.0,10.0,5.0,6.0,8.0,7.0,7.0,7.0,6.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,7.0,10.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.37,3.0,2.0,6.0,7.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,27.0,7,1,8.0,2.0,finance,25.0,20.0,10.0,20.0,15.0,10.0,3.0,4.0,4.0,8.0,,,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.29,3.0,2.0,6.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,23.0,11,1,8.0,2.0,finance,20.0,20.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,7.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,8.0,9.0,7.0,10.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.26,3.0,2.0,6.0,7.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,25.0,9,1,8.0,2.0,finance,25.0,20.0,20.0,20.0,10.0,5.0,8.0,7.0,8.0,9.0,9.0,9.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,8.0,10.0,7.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.44,3.0,2.0,6.0,8.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,26.0,8,1,8.0,2.0,finance,15.0,10.0,30.0,10.0,15.0,20.0,8.0,8.0,8.0,8.0,8.0,,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,8.0,7.0,6.0,10.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.21,3.0,2.0,7.0,7.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,25.0,9,1,8.0,2.0,finance,20.0,15.0,25.0,15.0,15.0,10.0,8.0,9.0,9.0,8.0,9.0,8.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,10.0,10.0,8.0,10.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.26,3.0,2.0,7.0,6.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,24.0,10,1,8.0,2.0,finance,22.0,17.0,15.0,15.0,15.0,16.0,6.0,8.0,8.0,8.0,8.0,6.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,8.0,5.0,6.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.35,3.0,2.0,6.0,4.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,21.0,13,1,8.0,2.0,finance,20.0,30.0,20.0,20.0,0.0,10.0,6.0,8.0,9.0,8.0,10.0,,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,10.0,10.0,9.0,8.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.59,3.0,2.0,10.0,7.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,30.0,4,0,8.0,2.0,finance,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,4.0,7.0,7.0,9.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.39,3.0,2.0,4.0,8.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,34.0,28.0,6,1,8.0,2.0,finance,35.0,0.0,35.0,10.0,10.0,10.0,7.0,8.0,7.0,6.0,7.0,6.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.11,3.0,2.0,5.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,26.0,8,1,8.0,2.0,finance,15.0,20.0,15.0,30.0,10.0,10.0,6.0,8.0,9.0,8.0,8.0,6.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,8.0,10.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.46,3.0,2.0,5.0,8.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,22.0,12,1,8.0,2.0,finance,8.0,20.0,25.0,25.0,12.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,7.0,7.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.36,3.0,2.0,5.0,8.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,24.0,10,1,8.0,2.0,finance,18.0,19.0,16.0,15.0,15.0,17.0,9.5,7.0,7.0,8.0,9.0,6.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,6.0,9.0,8.0,7.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.4,3.0,2.0,6.0,7.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,33.0,1,1,8.0,2.0,finance,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,9.0,7.0,,8.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,8.0,10.0,10.0,8.0,9.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.46,3.0,2.0,5.0,4.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34.0,25.0,9,0,8.0,2.0,finance,15.0,18.0,18.0,18.0,15.0,16.0,7.0,8.0,9.0,9.0,8.0,5.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,4.0,9.0,8.0,7.0,9.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,0.27,3.0,2.0,4.0,7.0,0.0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,27.0,38.0,11,1,1.0,1.0,business,15.0,15.0,20.0,15.0,15.0,20.0,5.0,7.0,8.0,7.0,9.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,-0.03,4.0,3.0,5.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,33.0,6,0,1.0,1.0,business,20.0,20.0,20.0,15.0,15.0,10.0,5.0,6.0,7.0,7.0,6.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,0.23,4.0,3.0,6.0,6.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,27.0,24.0,3,1,1.0,1.0,business,20.0,10.0,20.0,35.0,5.0,10.0,5.0,8.0,7.0,7.0,6.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,-0.05,4.0,3.0,5.0,5.0,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,28.0,1,1,1.0,1.0,business,25.0,25.0,25.0,10.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,0.19,4.0,3.0,5.0,5.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,27.0,0,1,1.0,1.0,business,25.0,20.0,10.0,20.0,15.0,10.0,7.0,7.0,8.0,,,,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,0.33,4.0,3.0,7.0,7.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,23.0,4,1,1.0,1.0,business,20.0,20.0,20.0,20.0,20.0,0.0,8.0,10.0,10.0,10.0,10.0,7.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,0.14,4.0,3.0,8.0,8.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,25.0,2,1,1.0,1.0,business,25.0,20.0,20.0,20.0,10.0,5.0,6.0,7.0,7.0,7.0,7.0,,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,-0.4,4.0,3.0,6.0,6.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,27.0,26.0,1,1,1.0,1.0,business,15.0,10.0,30.0,10.0,15.0,20.0,9.0,9.0,9.0,8.0,,,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,-0.15,4.0,3.0,7.0,7.0,0.0,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
